Tweet,Sentimen,Emosi
"Update Covid-19 Bengkulu, Ada tambahan 4 kasus ODP",0,-1
"Personel Satbrimob Polda Kepri yang bertugas dalam Pengamanan Pembangunan Rumah Sakit Khusus Covid-19 di Pulau Galang melaksanakan Patroli dan menghimbau masyarakat terkait maklumat Kapolri, Sabtu (11/04/2020).",1,1
"Sabtu, 11 April 202014.00 WibData ODP, PDP dan Terkonfirmasi Positif Covid-19 Kota Bogor1. Orang Dalam Pemantauan (ODP) :- Jumlah : 901- Selesai : 485- Dalam Pemantauan : 4162. Pasien Dalam Pengawasan (PDP)",0,1
Botak la apa lgi. Covid pon licin nk hinggap.,-1,-2
"disaat orang orang pada mengelukan tenaga medis dan paramedis sbg garda terdepan situasi saat ini, disitu malah nolak pemakaman jenazah perawat yg diduga covid, saaa ae lu tong tongg....",-1,-2
"kemarin world war 3 katanya mau kiamat, sekarang banyak gunung berapi erupsi dan ada covid-19 katanya lagi mau kiamat. kiamat itu pasti terjadi tapi hanya allah swt. yang tau",0,1
"Rakyat Indonesia Cemburu Cara Malaysia Tanggani Covid-19, Kita Bagaimana, Syukur Atau Kufur? (bersama video) - Minda Rakyat",-1,-2
Mereka cocok di jadikan sebagai Kelinci Percobaan Vaksin Covid 19.,-1,-2
"Mungkin rindu suasana , sebelum negara api menyerang (covid) ",0,-1
Penyemprotan Disifektan covid 19 mandiri,1,1
"Sayuranch, startup sayuran berbasis daring mengaku mengalami peningkatan omzet sekitar 30-35% selama penerapan bekerja dari rumah (work from home/WFH) saat pandemi Covid-19.",1,2
"Perawat medis diusir, jenazah covid tidak diterima, beli masker sak dus isinya batu. Sudah benar apa yg dikatakan Thomas Hobbes tentang homo homini lupus (manusia adalah serigala bagi manusia lain)",-1,-2
"COVID-19 : 165 pulih, 184 kes baharu, tiga kematian direkodkan",0,-1
Akak Covid 19,-1,1
"udah ditumpuk ke bapak yang di atas, semoga berkah buat semua, semoga bisa menjadi bantuan untuk penanganan covid-19.",1,-1
"kadang aneh sama orang"" kaya gini,menolak penguburan korban covid tapi mereka bergerombol seolah"" udah paling kebal,wtf",-1,-2
Terima kasih untuk semua tenaga medis yang telah berjuang di garis terdepan melawan COVID 19 ,1,2
"Min punteun , klo bebas denda gara"" covid-19 teh dugi ka kaping sbraha? Sareng upami samsat induk soreang masih buka atau tidak?Nuhun",0,1
Pemberian bantuan beras kepada masyarakat terdampak Covid-19 oleh Gugus Tugas Covid 19 GP Ansor Merauke - Papua,1,2
Hahaha niaga online tapi sekarang ni covid duit masuk virus pun masuk nnti.,-1,1
"When i dirumahkan kemudian ngeluh ga gajian utuh pen balik lgsg di ocehin mak dewe, skrg fikirkan gmn biar ttp sehat kalo punya sisa duit dipake dlu buat biaya hidup kedepan kalo udah gapunya lebih baik mama ngasih duit drpd balik malah bawa penyakit. thx covid",-1,-2
"RM0 MKN : Talian sokongan emosi dan psikososial COVID-19 beroperasi setiap hari 8 pagi - 5 petang. Hubungi 011-63996482, 011-63994236 atau 03-29359935.Huh? ",0,1
Sebaran 330 Orang kasus baru COVID-19 di Indonesia pada tanggal 11 April 2020 - Jakarta: 196 Orang- Banten: 36- Jabar: 32- Papua: 24- Jatim: 11- Sulsel: 11- Sulteng: 5- Bali: 4- Riau: 3- Jambi: 2- NTB: 2- Sulbar: 2- Babel: 1- Sultra: 1 Orang,0,-1
Indigo indigo apaan lagi covid juga masih belain pemerintah kan lu.,-1,-2
Pengen rasanya nebar tanah kuburan ke rumah orang-orang yang nolak jenazah pasien covid-19 biar rumahnya serem terus. Huffttt ,-1,-2
"Hrus ditindak org2 yg menolak, coba kl keluarganya yg kena covid.",1,-2
"Aku udh resigned mas dr perhotelan, tp msh hrs tetap dan suka nomaden  krn ada beberapa yg di urus. InshaAllah bisa ketemuan ya mas bro, smoga COVID-19 ini cpt berganti dg kesehatan & kebahagiaan utk seluruh umat manusia di sini & dunia ",1,-1
Wali Kota Bogor Bima Arya Dibolehkan Pulang Usai 22 Hari Dirawat karena Positif COVID-19,1,2
"Bukan soal kemampuan dan tempat Ds , kita tak boleh tahu siapa yg ada Covid-19 tu,sama ada Si barber atau dikalangan pelanggan itu sendiri hatta dibuat di rumah sekali pun..Kita sdg dlm proses mengekang wabak,",1,1
Antara hadith yang paling dekat dengan isu Covid-19 dan Perintah Kawalan Pergerakan.Nabi S.A.W bersabda :Dua nikmat yang sering dilupakan oleh manusia :1. KESIHATAN2. WAKTU LAPANG(Hadith Riwayat Bukhari),1,-1
Pertamina Dan Hiswana Serahkan Sembako Dan APD Untuk Bantu Penanganan Covid-19 Di Sulsel,1,2
jangan buang waktu untuk merespons orang2 yg berprilaku negatif tetapi gunakan waktu yg ada untuk persiapan diri menghadapi goncangan di belakang pendemi COVID 19 kekuatan nya 5X lebih dari krisis di 1998 Pahami HUKUM. semoga semua dilalukan dari badai dgn selamatamin,1,-2
Amerika Egois! Potret Buruknya Negara Kapitalis Tangani COVID-19 | Muslimah TalkSimak di link berikut,-1,-2
"Sore Sedulur Berikut data terbaru pasien COVID-19 di D.I. Yogyakarta, selengkapnya dapat di akses melalui",0,1
"covid-19 : ada kuliah online ga pernah masuk, tugas jarang ngumpul, senin uts belom bayarreal life : sama",-1,-1
PT Angkasa Pura II (Persero) memberlakukan jam operasional baru di 12 bandara guna optimalisasi layanan dan mendukung pencegahan penyebaran Covid-19.Selengkapnya ,1,1
ADUN Bukit Semuja Sumbang Termometer Kepada Pusat Pemeriksaan Virus Covid-19 Serian.,1,2
"Dari 924 RW di Depok, Kampung SIaga Covid-19 sudah terbentuk di 902 RW.",1,2
Luna Maya Anggap Corona Covid-19 sebagai Ujian dalam Hubungannya degan Ryochin,-1,-1
Allahh ! Dah ada positive covid dahh kat blok aku nih,-1,-2
Pemerintah pusat melalui Gugus Tugas Percepatan Penanggulangan Wabah COVID-19 Nasional mengirimkan bantuan APD (alat pelindung diri) sebanyak 40 koli (2000 pcs) dan 3.000 pcs masker ke Sulawesi Tenggara (Sultra).,1,2
"skrg udh ada lg status OTG, org tanpa gejala, jd risiko kita kontak dgn org byk di RS yg tanpa gejala Covid-19 bs lebih tinggi, dibandingkan dgn kalian yg ttp",0,-1
"Kembali kepada pangkuan kehidupan Islam, yakni khilafah adalah kewajiban  dan kebutuhan mendesak. Inilah pesan penting berikutnya bagi Indonesia dan dunia. ",0,-1
"Jumlah PDP Covid 19 Di Kalsel Naik, PDP Meninggal Asal Batola Negatif Corona lewat",0,-1
"Solusinya mgkin ada tp mesti kompak ya ama spt saran om faisal basri. Fokus dl ama covid ampe semua sehat (dan pmrintah nemu jalur kordinasi penanganan n metode yg tokcer), baru mulei lg roda ekonomi trmasuk cipta krja. Skrg kan masi berantakan smuaa",1,1
"Tidak tau kenapa, sedang malas mendengar berita Covid-19, apalagi yang ada hubungannya dengan pemerintah. Begitu2 aja.",-1,-2
Himbauan wali nagari tandikek kec. Patamuan kab. Pd. Pariaman dalam penanganan covid 19,1,1
"Dukung Relawan Covid-19, Alpenland Management Serahkan Bantuan",1,2
"Tiba2 dejavu yg aku buat online discussion utk assignment dgn grpmate. Idk but maybe, covid atau bukan, kita tetap akan kena kuarintin.",0,1
"Hm tak dapat noti lagi, tapi takpelah musim2 covid pun duit masuk. Covid tu since awal tahun lagi now dah RMO 3rd phase still tadek pun kena potong macam HSBC, asb pulak dengar2 4.75% . Reits minimum pun dah 4% MONTHLY PULAKTU NIKMAT APA LAGI YANG KAU DUSTAKAN",-1,-2
THR PNS & Gaji ke 13 yang Terancam Sirna 'Dimakan' Covid-19 Dana hutang dipakai utk penanganan virus corona. Masalahnya = hasilnya apa ?? Kenapa gaji anggota DPR yg pasti gede tidak juga di potong yaaa ????,-1,-2
"Saya sangat kecewa kepada pihak PLN/BUMN pak, Katanya menolong meringankan beban biaya listrik pak.. Tertama pelanggan rmh tngga. Klu yg berkode R1M mampu tk dpt discon, masalahnya mampu tk mampu disebbkan COVID semua rumah tgga terdampak. Sya pkai 900 watt dan trdmpak COVID pak.",-1,-2
Penerangan Keliling Bersatu Lawan Covid 19 Oleh Sat Lantas Polres Bone.,1,2
AS ini diketahui adalah seorang anggota Jamaah Tabligh yang mengikuti Ijtima di Kabupaten Gowa dan saat ini menjadi cluster baru penyebaran Covid 19 karena juga mendatangkan peserta jamaah dari berbagai negara.,-1,1
"Kengen banget nonton badminton lagi kangen jantungan nonton badminton, kangen teriak2 ga jls karena lg nonton badminton huhu. Semoga pandemi covid-19 ini cepat berlalu.",1,-1
Keluar rumah buat cari makan dan banyak yang berubah. Halte depan rumah yang selalu penuh sekarang nggak ada orang sama sekali. Proyek gedung yang selalu ramai sekarang sepi. Langit yang selalu kotor sekarang bersih COVID-19 changes everything.,1,-1
Tiga kematian COVID-19 hari ini menjadikan jumlah kumulatif kes kematian sebanyak 73 kes.,-1,-1
"Dalam penanganan pencegahan dan penyebaran Virus COVID-19, pemerintah memberikan fasilitas pajak untuk alat kesehatan dan pendukungnya. Apa saja fasilitasnya? Simak infografis berikut.",1,2
"Buntut Pasien Positif Covid-19 Grobogan Keluyuran ke Sragen, Pemkab Bakal Tes Semua Warga Yang Sempat Kontak di Jagongan Tanon dan Dokter yang Menangani!",0,1
"Fraksi Partai Gerindra DPR RI Memberikan Bantuan 5.000 APD dan 150.000 masker untuk disebarkan keRumah Sakit yang DiDaerah Rawan Covid 19 Seperti DKI Jakarta, Jawa Barat, Banten, Sumut dan Sul-sel  Alhamdulilah""",1,2
Bright side from covid-19 situation: uda ga minum dan ngerokok lagi sebulan (semoga bs lanjut) biasa kalo buka puasa ramadhan bnykan di kantor atau ga bukber sama tmn2. Jrg bgt di rumah (smoga covid ilang pas ramadan) makes me realize family is the most important things,1,-1
"Kejadian di semarang yang bikin sedih, seorang perawat yang ngurus pasien covid, meninggal. Kemudian jenazahnya ditolak 3 tempat oleh warga. Akhirnya dikembalikan ke rs. Dapet info langsung dari wali santri yang ibunya juga perawat pasien covid.",-1,-1
"Menggunakan kajian perubatan berkaitan gunting rambut, tapi dalam masa yang sama memperlekehkan kadar infeksi/penyebaran Covid-19.",0,-1
"Rapid yang ada sekarang mendeteksi antibodi tubuh kita bukan keberadaan virus dalam tubuh kita. Kalo gejala klinis dan pemeriksaan lab dicurigai covid tapi rapid negatif biasanya akan di rapid ulang hari ke 10 kalo ga salah. Pemeriksaan yang akurat ya swab, tapi ya gitu",0,1
Api asmara yang dahulu pernah membara Semakin hangat bagai ciuman yang pertama Detak jantungku seakan ikut irama Karna terlena oleh pesona alunan covid dangdut~,-1,-1
"Tak hanya sampai disitu saja, bawaslu Kabupaten Magetan juga memberi bantuan sembako dan masker. Kami harapkan apa yang kita berikan bisa bermanfaat dan membantu mengurangi beban masyarakat yang terdampak wabah covid 19, kata Hendrad.",1,2
"Puasa time PKP ni sendu sangat ke sebab tak boleh nak buka kt luar, tak dapat pergi bazar, tak dapat terawih dekat masjid ? Duduk je lah diam2 kat rumah, kang terkena covid-19 lagi sendu hidup kau tahu tak !! Mengada !!",-1,-2
"Antisipasi Penyebaran Covid-19, Ini Arahan Gubernur Jatim ",1,2
"RM0 Talian sokongan emosi dan psikososial COVID-19 beroperasi setiap hari 8 pagi - 5 petang. Hubungi 011-63996482, 011-63994236 atau 03-29359935",1,-2
"Tgk betapa mudahnya droplet Covid-19 untuk merebak dalam kawasan tertutup. Peraturan mudah musim Covid-19 . 1kalau sakit, batuk jangan mengada2 nak keluar tempat org ramai. 2Elakkan dari menyentuh muka semasa berada di luar 3. Pakai mask semasa diluar dan cuci tangan",1,1
"Achmad Yurianto: ""Tetap menjaga jarak pada saat kontak sosial, hindari kerumunan, hindari pertemuan-pertemuan yang menghadirkan banyak orang, ini penting untuk mencegah penularan Covid-19"" ",1,1
Sepertinya Anak Krakatau mengalami gejala covid-19,-1,1
Kaya covid-19 aja yg lagi terkenal,-1,1
Cegah Covid-19 dengan tetap Di Rumah Ajah,1,1
"Mantaaap Polda Jateng proses tiga pelaku penolak pemakaman jenazah COVID-19 Sudah kami amankan tiga orang yang diduga memprovokasi warga untuk menolak pemakaman jenazah tersebut,",1,1
Apa hubungan covid 19 dgn pandemi2 lainnya? Apa yang dapat disimpulkan dari peristiwa pandemi yg pernah terjadi di dunia termasuk covid 19? Apa hikmah covid 19 yg bisa diambil utk masa mendatang?,0,-1
Sumbang barangan keperluan serta risalah COVID-19,1,2
Sehat-sehat mas. Semoga covid ini lekas usai agar ekonomi pulih kembali,1,2
"w tu kadang suka ketawa ngeliat org Indo yg ngetwit dgn nada2 seolah SG salah/kelabakan menangani covid, smntr dianya gatau keseharian di SG, stay jg di Indo, yg juga nggak lebih baik dlm penanganan covid.tp yaudahlah ya, biarin aja kalo bs bikin dia feel better, kasian",0,-2
"Di tengah masa darurat COVID-19, KUA Tamalate, Makassar tetap memberikan layanan menikahkan pasangan suami-istri di kantornya.",1,2
Kerjasama Pengadaan Obat COVID-19 Indonesia dengan Jepang dan India - Pusat Siaran Pers Indonesia -,1,2
Covid-19: 224 anggota KKM positif setakat 10 April 2020,0,-1
Operasi Nyahkuman Di Sekitar Pekan Simunjan Cegah Penularan Covid-19. Dapatkan Berita Penuh Di FB :,1,1
Penumpang Gelap Bernama Covid-19,0,-2
"Patroli Dialogis personil Polsek palu utara melaksanaka giat patroli himbauan dan bagi selebaran maklumat Kapolri tentang bahaya dan cara menangkal penyebaran Wabah Virus Corona atau covid-19 di swalayan,pasar dan spbu,Kegiatan ini rutin dilakukan oleh Polsek Palu utara",1,1
UPDATE tanggal 11 April 2020: Indonesia mengumumkan 330 Orang kasus baru COVID-19  Total: 3.842 Orang Dalam perawatan: 3.229 Orang Sembuh: 286 Orang (+4) Meninggal dunia: 327 Orang (+21),0,1
"jokowi: Pembatasan sosial dan protokol kesehatan yang ketat sudah kita terapkan untuk mengendalikan penyebaran Covid-19. Sementara, untuk mengurangi dampak perekonomian yang mengikutinya, pemerintah mengeluarkan paket insentif ekonomi: untuk warga,",1,1
"Ada 349 Posko Covid-19 Berdiri di Sidoarjo, Dilengkapi Fasilitas Alat Kesehatan dan APD",1,1
"Ketika dapet obat methylprednisolone dan cefixime. Ingin rasanya tidak minum itu tapi dokter langsung bilang ""Minumnya de biar cespleng, wayahna bisi disangka covid mun gohgoy wae. Jangan lupa minum air anget kalo bisa 2,5 - 3 L"". Akhirnya minum obat dewa dan bom itu ",0,-1
Sobat KUKM tahukah anda bahwa Rapat Anggota Koperasi dapat dilaksanakan melalui media online maupun secara tertulis? Di saat maraknya penyebaran Virus Covid-19 ini Koperasi tetap dapat melaksanakan RAT dengan secara,0,1
EGOIS Bgm kondisi terkini negara adidaya AS stlh diserang virus corona? Rupanya pmerintah AS smkin mmprlihatkan wjh asli. Sikap egois bgitu nyta ditunjukkan bhkn kpd negara tetangga yg tlh brjasa mnyelamatkannya dr msa sulit akibat pandemi COVID-19. ,0,-2
punya teman yang usahanya terdampak covid dan PSBB? mungkin ini bisa membantu,0,-1
"Gara-gara tiap hari baca berita ttg Covid-19, pas mau search lagu kesukaan di google yg terketik secara refleks malah ""Covid""/ Mau nge wa temen, yg ke ketik malah ""Covid"" bukannya nama temen gua. Mau revisi judul artikel, lagi2 refleks ngetik ""covid"". covid-19 haunts me ",-1,-2
"Tolong kuarantin ""kluster kayangan"" disini...biar malam2 mimpi kena kusta covid",-1,-1
Yess... Aku bahkan kmren priksanya ke rs yg nampung pasien covid tp ttep hati2 sih jaga jarak cuci tangan dst.,1,1
Komsos Babinsa Gubeng Edukasi Warga Cegah Penyebaran Covid-19,1,2
"Ketua Bawaslu Kabupaten Magetan, Hendrad Subiyakto mengatakan pihaknya mengadakan bhakti sosial ini dalam rangka ulang tahun Bawaslu yang ke 12 dan membangun solidaritas kebangsaan melawan covid 19 atau virus corona.",1,2
"Antisipasi Penularan Covid-19, Polres Tanjung Balai Himbau Masyarakat yang Masih Berkerumun Agar Kembali Kerumah",1,-2
Ringkasnya.. positive thinking yang keliru menghadapi covid songolas akibatnya: 1. Ilusi kontrol 2. Ilusi superioritas 3. Ilusi kemungkinan,1,1
"Pasien 03-04 Covid-19 Jambi Diisolasi, Apakah Keluarga Gubernur FU?",0,1
Grafik Perkembangan Kasus COVID-19 di Kabupaten Bantul 11 April 2020,0,1
Mari Bersama Kita Putus Rantai Penyebaran Virus COVID-19. STAY HOME TETAP TENANG TETAP WASPADA. Sayangi Diri Anda dan Keluarga Anda ,1,1
"Dicurhatin si pasien covid yg lagi jenuh, bete karna harus di ruang isolasi mulu. Idupnya rebahan, main hape, makan, mandi. Repeat",0,-1
Anggota Komisi II Minta Kepala Daerah Ambil Langkah Strategis Tangani Corona Covid-19 - News,1,-2
"Angka Positif Covid-19 Tembus 3.842, Pemerintah: Masyarakat Belum Disiplin .",0,-2
Tapi kalau tersangkut covid mcm mana. Aku lagi sarankan keluar pakai mask. Supaya kau tak menyebar dan di sebarkan,1,1
"Covid-19 ikut memukul perekonomian, dan pemerintah pun memberikan stimulus bagi dunia usaha dan industri. Berapa jumlah UMKM di Indonesia?",0,-1
"[DISTENSIF Distensif ke 2 kali ini kita akan berdiskusi terkait penangan COVID-19 dalam pandangan kesehatan masyarakat dengan narasumber Dr. Irvan Afriandi, dr., Grad. Dipl. OEH., MPH., Selaku Wakil Dekan Fakultas Kedokteran Unpad.",1,1
"Apalagi orang yg lebih berbahaya dari covid 19. Lurus, Belok,Pergi",-1,1
"salah satu temen ngegame ada yang positif covid-19. aku yakin dia bakal sembuh dan baik-baik saja, tapi ngerti dia panik dan ketakutan, aku langsung sedih",1,-1
Masa covid ni la kita nak hiburkan orang dengan kebodohan,-1,1
"Pak gubernur trend positif covid di sulsel semakin hari semakin mengkhawatirkan, apa lg di daerah bnyk pemudik dr jkt dan mksr,, kami d daerah cemas sekali pak apa lg ada OTG, pak sebaiknya PSBB maki juga kodong cepat ki sblum terlambat kasian",1,-2
NKRI Lawan Corona; Hasil Tes Swab Empat Wanita Praja IPDN Negatif Covid-19 ,1,2
"Surat terbuka dokter (PDUI) hrs jd perhatian. WHO kemarin livestreaming katakan, 2 jutaan item alat & APD telah dikirim ke 133 negara. BIN malah buka lowongan kerja bagi yg mau jd relawan Covid-19. Aneh. Bingung hadapi wabah Covid-19, berUTANG cepat, gak bingung. Iya gak sih?",0,-2
Nanya dong... Pertama kali covid-19 ada di Indonesia kpn ya? Maret tgl brp gtu...?,0,1
"Jika kawalan ketat melalui kebenaran yg diberikan Kerajaan kepada sebahagian industri berjaya dilaksanakan tanpa mencetuskan kenaikan mendadak kes positif COVID-19, kita mampu menyelamatkan Nyawa, kedudukan Sosio-Ekonomi Rakyat dan Kewangan Negara.",1,2
"Kami informasikan sebaran kasus Covid-19 di Kabupaten Bantul, berdasarkan data dari Dinas Kesehatan Kabupaten Bantul per Sabtu (11/4) pukul 16.30 WIB. Terdapat 1 pasien positif dari Kecamatan Bambanglipuro yang sembuh.",1,1
"Setelah covid selesai, pasti semua akan memudar. Sedih, tapi ya mau bagaimana lagi heuheu",0,1
Kalau gak ada Covid-19 entah berapa puluh tahun yang akan datang ya Dok?,0,1
"Gak heran sih, udah bertahun-tahun aja masih banyak yg blm paham penularan HIV/AIDS, ngejauhin penderitanya karna takut tertular. Apalagi Covid-19 yg baru beberapa bulan ini, bukti masyarakat masih sulit dpt informasi yg benar atau emang mereka emang susah dikasih taunya ",1,-1
Saat Indonesia berjibaku melawan pandemi Covid-19 sungguh sia-sia bila seorang yang terbukti ahli dan kaya pengalaman justru berada di penjara,0,-1
"tapi sejak covid udah hilang di peredaran, padahal buat berkebun juga enak terus ga bau meskipun keringetan kayak sarung2 tangan yg di ace (yg harga 30an) tapi emang agak pendek yg ikea",0,1
"Terima kasih kepada para dokter, perawat, serta tenaga medis lainnya yang turut membantu dalam memberantas pandemi COVID-19!Untuk membantu para tenaga medis, kalian tetep ya! Jangan lupa untuk stock Yupi kesukaan kalian biar hepi teruss meskipun di rumah ajaaa!",1,1
"Ketua Pengarah Kesihatan Datuk Dr Noor Hisham Abdullah berkata, pihaknya membuat 2,054 saringan ke atas penduduk di Menara Plaza City One dan daripada jumlah itu, 30 positif Covid-19.",1,1
"Bagi aku elok je rmo ni extend, fasa ke 3 ni patut diperketatkan lagi. Tak boleh lah sesetangah industri di buka, barber shop lah apa lah. Tahu semua rugi. Tapi demi kesihatan, demi negara bebas covid, kena berkorban.",1,-1
Amerika Egois!? Potret buruknya negara kapitalis tangangi COVID 19,-1,-2
"Imbas Pandemi Covid-19, Renault Liburkan Karyawan Tim hingga Akhir Mei",0,-1
Malam Ini NU dan Muhammadiyah Inggris Kaji Voluntarisme Covid-19,1,1
"Corona Makin Merajalela, Motivator Tung Desem Waringin Positif Terinfeksi Covid-19 lewat",0,-2
Benar la yb. Elok tak kena darah tinggi dari kena covid,0,-2
"Covid aja yg ilang,kamu jangan:'')",0,1
covid-19 menyusahkan semuanya.,-1,-2
"Penerima harus beragama Islam. Lembaga bantuan berbasis agama memangnya tidak mau atau tidak boleh membantu orang susah yang beragama lain, sih? Syarat Penerima Bantuan Covid-19 di Bangka Belitung Harus Beragama Islam",-1,-2
ayo kita bersama sama cegah penyebaran covid-19!!,1,2
"Lg covid 19 gini hidup semua susah, mau mkn susah cari nafkah juga susah, pgn nangis teriak tp ya prcuma mesti sabar dan kuat, ada Tuhan bersamaku..",1,-1
"yarabbi, banyak banget ya berita perawat atau pasien yg postif COVID-19 ditolak jenazahnya waktu mau dimakamkan. gila jahat bgt ya manusia",-1,-1
kita sebagai rakyat yang prihatin dan mahukan yang terbaik untuk negara akan ikut pkp utk banteras wabak covid-19!,1,-1
"apa ini bisa diartikan untuk sembuh dari infeksi covid kita bisa makan tanah,dok ",-1,1
"Pobia COVID-19 mengalahkan pobia ""MANTAN"" para manteman yg gagal move on",0,-1
"Kalo kata temen gue, masa covid gini semua anak Indigo jadi Indihome.",-1,1
Anggota Komisi II Minta Kepala Daerah Ambil Langkah Strategis Tangani Corona Covid-19,1,2
Lama sangat cuti covid ni. Baik raya terus,0,-2
"Seluruh negara di dunia mengalami masa sulit karena covid-19..Rakyat Indonesia bersatu, bahu membahu mendukung dan mendoakan Pemerintah agar Nusantara dapat melewati masa2 sulit ini. Bukankah Agama itu untuk membawa kita kepada kebaikan..Sadarlah kawan..",1,-2
"Setelah covid dan skripsi disaster selesai, mau bgt bljr masak2 lagi. Terutama bikin kueh",1,2
"Malam ini!! Projek ""BENDA BOLEH BINCANG"" 9 malam di FB Persatuan Belia Harmoni Malaysia ""COVID-19: IMPAK TERHADAP NEGARA, EKONOMI DAN MAHASISWA""Jangan lepaskan peluang ni. AKHLAK | KHIDMAT | UKHUWAH",0,1
Pontang - panting di koyak covid 19,-1,-2
Masalahnya sekarang isu jangkitan covid. Alaaaa bosan laaa jangan laaa sebab barber geng2 nak buat duit nak menyusahkan. Dah dah laa tu . Cukup laaa nama seorang Doctor tapi tak leh pikiaq,-1,-2
